date,corr_1M,corr_6M,corr_1Y
2021-04-13,-0.4772118127642859,-0.004865692758896257,
2021-04-14,-0.6488553088299371,0.01707299658359882,
2021-04-15,-0.6250435957408409,0.0014860461942398761,
2021-04-16,-0.6291236063398887,0.003456892789565005,
2021-04-19,-0.5329852027833205,0.009705321713916078,
2021-04-20,-0.4486946267215754,0.008275815036722511,
2021-04-21,-0.45516624023400026,0.01003943070585418,
2021-04-22,-0.42739873571943215,0.020404497161831826,
2021-04-23,-0.3201739042681267,0.019717087234071572,
2021-04-26,-0.17213400426358547,0.029628683266707045,
2021-04-27,-0.09082150728516689,0.03347183349556884,
2021-04-28,-0.07945056018720828,0.027111049852021556,
2021-04-29,-0.05251168738389947,0.02768983551688068,
2021-04-30,-0.10406538607646354,0.014544146065496122,
2021-05-06,-0.071909302250087,0.013660065179152504,
2021-05-07,-0.008055264189049265,0.022551942610840675,
2021-05-10,-0.01723057935467154,0.025859525469729073,
2021-05-11,-0.013060252510198813,0.026499585474112644,
2021-05-12,-0.00428417752998876,0.025305494353053147,
2021-05-13,0.01689412878209229,0.02108248984417638,
2021-05-14,0.1469496147075448,0.032340226654096874,
2021-05-17,0.14967061659736225,0.027997049932883492,
2021-05-18,0.1626382887103324,0.04139034735445691,
2021-05-19,0.07222347287153137,0.038373370823179494,
2021-05-20,0.06642717518203556,0.03734611878769292,
2021-05-21,-0.031910028825192005,0.030400179316234385,
2021-05-24,-0.05177821044218122,0.020230657566859104,
2021-05-25,-0.09008840102453675,0.01704465703609708,
2021-05-26,-0.10802817054003608,0.015883769104455416,
2021-05-27,-0.111828618684806,0.012556073869488323,
2021-05-28,-0.2127562527368516,0.015922454593106754,
2021-05-31,-0.21469725098548045,0.017592858212016012,
2021-06-01,-0.21768942486197065,0.006409618055538525,
2021-06-02,-0.11657976003797778,0.011343695697428035,
2021-06-03,-0.044571666628252946,0.021851358899157614,
2021-06-04,-0.04864727438084034,0.01770976748077371,
2021-06-07,-0.0908310572496916,0.025092428228838986,
2021-06-08,-0.10134275059206053,0.03312185128061907,
2021-06-09,-0.1356230922072089,0.04847288216660312,
2021-06-10,-0.11794016118662072,0.05098711639905864,
2021-06-11,-0.028168165121869895,0.05718555338679043,
2021-06-15,-0.13488429977958638,0.05331749785350313,
2021-06-16,-0.12614413401943647,0.04845633903667981,
2021-06-17,-0.13579981257487364,0.0495281578674554,
2021-06-18,-0.09813052974031365,0.04676279418679675,
2021-06-21,-0.09829391417502449,0.043676091727836895,
2021-06-22,-0.035043001756456485,0.031176090738917056,
2021-06-23,-0.013989474973392787,0.031619745372708154,
2021-06-24,0.0074335451013239585,0.030776855870905912,
2021-06-25,-0.022624290678688964,0.02785650995471107,
2021-06-28,-0.004294465117833864,0.033365509742470566,
2021-06-29,-0.08152873293148769,0.024189171495362864,
2021-06-30,-0.06455660913333425,0.019649609384298553,
2021-07-01,-0.07534479843456286,0.04298188493472188,
2021-07-02,-0.16952034822570475,0.03336726766927662,
2021-07-05,-0.1553411565844846,0.032615511246186495,
2021-07-06,-0.10336135659445111,0.025388782724390525,
2021-07-07,0.06776790464892829,0.04075761315154547,
2021-07-08,-0.02813119222319436,0.027513795089805084,
2021-07-09,-0.010815983719941226,0.019178722773314706,
2021-07-12,0.0889961900920801,0.051234708413043506,
2021-07-13,0.03388345521120428,0.058668303124449664,
2021-07-14,0.0013161897130324403,0.03628169274244835,
2021-07-15,-0.17504234059902266,0.015832999246829328,
2021-07-16,-0.177086886677617,0.00975990034093141,
2021-07-19,-0.19398615087493232,0.007078980198984928,
2021-07-20,-0.18779727498622012,0.0027317392041173254,
2021-07-21,-0.1629669407627005,-0.005886501050270437,
2021-07-22,-0.16177545339200972,-0.006076171959206706,
2021-07-23,-0.17702235249453702,-0.0013404452472765363,
2021-07-26,-0.19350618342773765,-0.024124785903620657,
2021-07-27,0.08887921060299181,0.02349170497228048,
2021-07-28,0.10752443203653854,0.025770610350862484,
2021-07-29,0.11788076398304456,0.030458006561358178,
2021-07-30,0.0947340036109094,0.0060807331897216235,
2021-08-02,0.09293648198249263,0.015996966969290472,
2021-08-03,0.08683922819112488,0.016514770271758957,
2021-08-04,0.07016207126046721,-0.01377272782779625,
2021-08-05,0.0016905819200821683,-0.018198982893943554,
2021-08-06,0.055447645914495476,-0.047343476772367006,
2021-08-09,-0.07295097474618313,-0.07057564685878094,
2021-08-10,-0.14823005912692636,-0.07385243572492232,
2021-08-11,-0.13829613099559543,-0.06771542701181972,
2021-08-12,-0.13446370467736493,-0.07638570199259352,
2021-08-13,-0.04795482779931106,-0.07527715195957815,
2021-08-16,-0.03121276205724188,-0.07493151644472781,
2021-08-17,-0.05246295953022577,-0.0825036504153961,
2021-08-18,0.01642288040902959,-0.06846294554512797,
2021-08-19,0.01133063847590548,-0.048891909765228524,
2021-08-20,0.05177067680601516,-0.04728952125838115,
2021-08-23,0.030473505962041028,-0.05504835942831436,
2021-08-24,0.14475168023343615,-0.061936057774368225,
2021-08-25,-0.04103285998446301,-0.06083187218832008,
2021-08-26,0.09395529939966095,-0.028699845743591353,
2021-08-27,0.07403473712267906,-0.023345535983678063,
2021-08-30,0.14750703802518816,-0.04579289922259801,
2021-08-31,0.0836676177600818,-0.06748157284884988,
2021-09-01,0.2013707310178493,-0.04290065787203219,
2021-09-02,0.20861363934714797,-0.03831884417835597,
2021-09-03,0.24489579981154155,-0.05487338251290641,
2021-09-06,0.20268939448078643,-0.05872125293891602,
2021-09-07,0.3142541231034839,-0.06054702258279832,
2021-09-08,0.3260142668004,-0.07004803768678895,
2021-09-09,0.31559949260626097,-0.07203772297528944,
2021-09-10,0.37919453141643006,-0.04771832901487076,
2021-09-13,0.3776668418576239,-0.03904890918982468,
2021-09-14,0.34442546276997665,-0.054949484694591086,
2021-09-15,0.45904322658358565,-0.048457267573159574,
2021-09-16,0.3400480827430066,-0.055169104136424084,
2021-09-17,0.354787312712454,-0.0454238147761879,
2021-09-22,0.28577101508843616,-0.025029289024822918,
2021-09-23,0.3651360117240483,-0.0239588160634502,
2021-09-24,0.3376502399887207,-0.02062460966655944,
2021-09-27,0.31507935092974837,-0.005615563549476281,
2021-09-28,0.15528096208697376,-0.006120098108265011,
2021-09-29,0.053982556230408485,-0.0008581018789260351,
2021-09-30,0.058869252931971934,-0.0034481205691004827,
2021-10-08,-0.06072118610655252,-0.018628263230687576,
2021-10-11,-0.25621662555152935,-0.01580697318742264,
2021-10-12,-0.27598887262432176,-0.011640019096716175,
2021-10-13,-0.24674413499613113,-0.011804716484110595,
2021-10-14,-0.2721990505608814,-0.013838030458756515,
2021-10-15,-0.21336767354008593,-0.01910973756461971,
2021-10-18,-0.051016373617692484,0.0030036039510565444,
2021-10-19,0.03500775045747568,0.016464654562504278,0.013174081189492641
2021-10-20,-0.002190613042593829,0.03378726006610769,0.0142294887264506
2021-10-21,0.0062314781887242215,0.04021407726978299,0.01536743662025902
2021-10-22,0.013466187199752051,0.037134675043300244,0.02590159645775157
2021-10-25,-0.031413798189549764,0.03452675208647409,0.017005165160557213
2021-10-26,0.018332395922888572,0.03223323247682407,0.016902652247192892
2021-10-27,-0.045067727174366114,0.026548593273552794,0.016823783181350183
2021-10-28,-0.0303985335973157,0.0236338204160592,0.014747172992772412
2021-10-29,-0.07136506046226221,0.01901761056440285,0.013610968240299465
2021-11-01,-0.11375182265765887,0.014359139347468968,0.01603914027761955
2021-11-02,-0.15542381907374064,0.006514177325818792,0.011512616124732075
2021-11-03,-0.15016437742112643,-0.004000151889419566,0.011648305789821442
2021-11-04,-0.062145649378276324,-0.0002163279159752743,0.014814677526677698
2021-11-05,-0.09683094747409217,-0.007878915551221551,0.007095604668341433
2021-11-08,0.042452871969712695,-0.007390580342961253,0.007190780765471447
2021-11-09,0.08456206798131657,0.003219197060088211,0.006537329323839728
2021-11-10,0.1026295173660271,0.007302903877604421,0.008725239687264134
2021-11-11,-0.04622289738511482,-0.015374576041821391,0.0034268775590249657
2021-11-12,-0.03933663555514535,-0.014794083659062174,0.00514440833859663
2021-11-15,-0.03652970897552687,-0.020971286535957888,0.0023829835377087126
2021-11-16,-0.29895806954733056,-0.021587165417358205,0.0015533574585749608
2021-11-17,-0.40986736454362477,-0.020630484149521695,0.00028949694453954313
2021-11-18,-0.4365586428538586,-0.02914345368554202,0.0018938326749630176
2021-11-19,-0.5951650019642594,-0.0383981657125804,-0.004687748012359816
2021-11-22,-0.5554631599835612,-0.036544735103507676,0.003020547954982456
2021-11-23,-0.5523556957889854,-0.034124916201693514,0.0033858381787296864
2021-11-24,-0.5002556420917588,-0.03135476649552093,0.0034879011565251195
2021-11-25,-0.5410077079578127,-0.023744837004130184,0.004154056691172035
2021-11-26,-0.5664834238235181,-0.028267246301729505,-0.0037853779729332144
2021-11-29,-0.5346296075831569,-0.02370215265456564,-0.0030196359089018506
2021-11-30,-0.5088083677252045,-0.023168984569623716,-0.0029566879886996976
2021-12-01,-0.4818317194171077,-0.02160059664546124,-0.00400424368828132
2021-12-02,-0.49798273074641125,-0.025005016754036286,-0.0036835521335023542
2021-12-03,-0.5929533114707718,-0.033376470890158126,-0.006026782052722119
2021-12-06,-0.5280835942131404,-0.034745829502195125,-0.013550119174110496
2021-12-07,-0.553314666735092,-0.05268080316057,-0.019173129011121167
2021-12-08,-0.5028950746331259,-0.05343080557433783,-0.014470948293991082
2021-12-09,-0.4329897783117223,-0.04215306226022897,-0.01161177698632253
2021-12-10,-0.3997172109291742,-0.04520197681231481,-0.009493792580224156
2021-12-13,-0.42012740129280945,-0.0470625199404009,-0.0068898418316059445
2021-12-14,-0.44338220489130126,-0.050906732780298905,-0.0013867636069609546
2021-12-15,-0.4363151332483649,-0.05411989760259609,-0.001864626287912643
2021-12-16,-0.4527353242389092,-0.06569181164711979,-0.003893186315230079
2021-12-17,-0.43114482337430027,-0.06831618064426598,-0.007258030798192587
2021-12-20,-0.32022891852063123,-0.066496390838012,-0.008458668443006358
2021-12-21,-0.3234087333160138,-0.06380263061668211,-0.007061647767871126
2021-12-22,-0.3153955748492048,-0.06433089321830236,-0.00815602832994027
2021-12-23,-0.2999052132434441,-0.05808302686532897,-0.006101401461950341
2021-12-24,-0.2853034026332825,-0.05561213209829508,-0.011625327085074678
2021-12-27,-0.24011405199103306,-0.05584805072816302,-0.01157046445293421
2021-12-28,-0.23359066955969077,-0.054097385531846905,-0.011353715902983749
2021-12-29,-0.26861852973260836,-0.05516783484915721,-0.01369782345443197
2021-12-30,-0.2151777781747921,-0.04708440599409492,-0.007377427825193713
2021-12-31,-0.22113882970414225,-0.043570182320324335,-0.009456069398174963
2022-01-04,-0.16936832801118606,-0.04577649179748665,-0.012913886997994046
2022-01-05,-0.09989779106457769,-0.038569666213340306,0.0008773153338271404
2022-01-06,0.08103318811966581,-0.02638820170804362,0.003362866487979274
2022-01-07,0.13526423720641784,-0.026417533756745305,0.002996925128480311
2022-01-10,0.13030760438152816,-0.02415115031992123,0.00021169591555895062
2022-01-11,0.10699907833535437,-0.04708635042092323,-0.002172053573637311
2022-01-12,0.1066524961684154,-0.0355443060331269,-0.0023907374338302157
2022-01-13,0.15766241123838498,-0.035036715620930706,-0.006807203327593653
2022-01-14,0.1569987191930739,-0.05574629971573688,0.0009939441625607273
2022-01-17,0.2569540954884792,-0.05436239638534814,0.005300067154053741
2022-01-18,0.4080930143102279,-0.03357023834199764,0.0029651752589126257
2022-01-19,0.3416591879377036,-0.016872693330103224,0.00039678845107745194
2022-01-20,0.29628280856197875,-0.013129138332207363,-0.0008077473658192818
2022-01-21,0.24419528339228655,-0.017888441927387897,-0.004524889971214096
2022-01-24,0.21722287914206917,-0.016798603159810178,-0.006306392113182645
2022-01-25,0.20225304437332634,-0.0215252290202551,-0.013143178873765276
2022-01-26,0.0673089697080578,-0.029464403642395342,-0.01700802774252636
2022-01-27,0.13981817026825602,-0.012438038909218314,-0.00655979696686672
2022-01-28,0.08548597234643471,-0.002387690773633053,-0.013686666919062052
2022-02-07,-0.11727695376844771,-0.07149239308329962,-0.01891020851723617
2022-02-08,-0.09375977144781801,-0.0728885967532401,-0.018469352535651056
2022-02-09,-0.12226259054024556,-0.08697947365012076,-0.021565367147359852
2022-02-10,-0.16381628874871465,-0.07176031783097883,-0.028162757466823198
2022-02-11,-0.12176270383583049,-0.07281648407897559,-0.021981565913124723
2022-02-14,-0.09408347010612268,-0.06665616729488841,-0.019128317379316796
2022-02-15,-0.11909838320001945,-0.06552464090458857,-0.035530334111938504
2022-02-16,-0.07482372066496394,-0.05708728119856348,-0.03469704966003306
2022-02-17,-0.0867165460736749,-0.061694529058828676,-0.052585227929073663
2022-02-18,-0.1090884745180869,-0.03385840415231266,-0.05386748849633753
2022-02-21,-0.06419127699850773,-0.026411933828773795,-0.052069369422568894
2022-02-22,-0.10574852511592688,-0.03108070073386758,-0.05081726005837142
2022-02-23,-0.143781507795286,-0.014183722293770068,-0.04883430081849221
2022-02-24,-0.1557808327400255,-0.020903357950597026,-0.05063860953454247
2022-02-25,-0.09698127896271455,-0.013603416138103827,-0.04751632030566738
2022-02-28,-0.05860099021818635,-0.002698933218595694,-0.04851589985240267
2022-03-01,-0.1122767171676704,-0.03407567138364079,-0.05484607073666225
2022-03-02,-0.07368271327151978,-0.03615577180671157,-0.045315192006364746
2022-03-03,-0.005199205280594933,-0.039652491869571704,-0.04671689713863304
2022-03-04,-0.10385205550449506,-0.04105419916913166,-0.050240612028393195
2022-03-07,-0.11170121725563119,-0.05940682690838693,-0.059914219240793674
2022-03-08,-0.10599751821473173,-0.06945629062825719,-0.06300221998862572
2022-03-09,-0.08007271700743417,-0.09459510248418829,-0.056155406434006516
2022-03-10,-0.08657750350292857,-0.10566673273458096,-0.05834266299386298
2022-03-11,0.0023442229869264247,-0.09050063425914597,-0.06428642954195528
2022-03-14,-0.21293813283488217,-0.14063152949007474,-0.09958419359667534
2022-03-15,0.043637113476891774,-0.07729333530340442,-0.05557375553386147
2022-03-16,0.11392992336067928,-0.04676697257219177,-0.0410630354285595
2022-03-17,0.10701523929675574,-0.0457779974141621,-0.04879162856225049
2022-03-18,0.1384896272190971,-0.0369914779689528,-0.04575955353605472
2022-03-21,0.15060891369973667,-0.025542277372679917,-0.04000512273913404
2022-03-22,0.1458114417364755,-0.02573277293211695,-0.04371307673546461
2022-03-23,0.15586389014192928,-0.02299814239696653,-0.04393039967031735
2022-03-24,0.1299445821112271,-0.029836143727937164,-0.0353755832578191
2022-03-25,0.12908817736837033,-0.03776183221126884,-0.0361322459331298
2022-03-28,0.11143454955719281,-0.03585682339157645,-0.04254453802313234
2022-03-29,0.11109704524444211,-0.04199139624626389,-0.043430599624369515
2022-03-30,0.21005258116913358,-0.010436640943634806,-0.031069642308544473
2022-03-31,0.20975303240887835,-0.011169103955403718,-0.026129392916472163
2022-04-01,0.22141550045005262,-0.0015877121772536827,-0.011253917498709149
2022-04-06,0.24007467675061467,-0.00515603726067003,-0.012476641680807811
2022-04-07,0.2455096400947339,-0.012741812210138637,-0.01503479964733216
2022-04-08,0.2556828850503844,-0.012055114868109361,-0.0077249369887957085
2022-04-11,0.2858826359851954,0.006939530995091412,0.0024221439709809604
2022-04-12,0.27724960523748265,0.006378978886784191,0.004523246451145539
2022-04-13,0.2757050546500158,0.004376456151889468,0.0022772030402703
2022-04-14,0.5091888525367184,0.022544104093941645,0.0042809960961862435
2022-04-15,0.2911247601463127,0.0267985352121286,0.006534486827519458
2022-04-18,0.23532893557965603,0.03297791722144133,0.012418530109216386
2022-04-19,0.2410452612165083,0.03375573960029421,0.012846101043633958
2022-04-20,0.21602965494735735,0.03546530994430281,0.013090963623296129
2022-04-21,0.18463266877574605,0.03207923905378818,0.009188274304027813
2022-04-22,0.19023465188709188,0.012617410184380064,0.008123977832049257
2022-04-25,-0.050968992118085345,-0.03171090975547608,-0.00856235001584019
2022-04-26,-0.047711463384368574,-0.030452260912276766,-0.000581302044996962
2022-04-27,-0.07232024974579836,-0.04513840301105474,-0.00521002589930949
2022-04-28,-0.08684613854017617,-0.044391277948564414,-0.00642286269532254
2022-04-29,0.015848149497661303,-0.02546058020610448,0.0019703350366625234
2022-05-05,-0.11332588825215714,-0.024845031360110476,0.0012345074479758226
2022-05-06,-0.15100105622753562,-0.027906194273825312,-0.003500120318122507
2022-05-09,-0.1971262398623266,-0.027664262907946026,-0.004454500983872431
2022-05-10,-0.16635835690803477,-0.02019010416907019,-0.0028833705096212594
2022-05-11,-0.17365222278403702,-0.025633872395968947,-0.006851535597157194
2022-05-12,-0.16589522331854012,-0.021302293951760188,-0.007815099117251737
2022-05-13,-0.28664210397766915,-0.024882078751599677,-0.01427576247902634
2022-05-16,-0.263453779728679,-0.02856539572096704,-0.014136830680605615
2022-05-17,-0.23605141429403687,-0.023246263989770685,-0.014263845980705613
2022-05-18,-0.24402484932718926,-0.02356200564775462,-0.014428674727631595
2022-05-19,-0.23650232287049333,-0.02756931533579448,-0.011861380002221313
2022-05-20,-0.3376971651188496,-0.03536721954858578,-0.014771428917239498
2022-05-23,-0.34941689472030746,-0.02569323977320692,-0.01940270581701395
2022-05-24,-0.35922410592970927,-0.027531090231766985,-0.020218945329642257
2022-05-25,-0.3388650672000532,-0.02612426915334193,-0.02193906831614217
2022-05-26,-0.2853011577334042,-0.021128534662224592,-0.020119173030488265
2022-05-27,-0.15868274078599057,-0.020689989600657155,-0.019614810562951748
2022-05-30,-0.19485042980117925,-0.02256781825500179,-0.02421884973126812
2022-05-31,-0.21378551835368065,-0.02296814315172382,-0.028786536560838634
2022-06-01,-0.1939063217839301,-0.024476156794869558,-0.028486311082568605
2022-06-02,-0.34693979663903013,-0.024788655040541178,-0.027884981902125596
2022-06-06,-0.3716315873283525,-0.03443871971017514,-0.03138285596976026
2022-06-07,-0.3767673227597426,-0.03277698433460911,-0.02753184467493559
2022-06-08,-0.36310811622446987,-0.029351268113440267,-0.02742256063526757
2022-06-09,-0.42502222842734055,-0.03263214602927542,-0.027591914594575388
2022-06-10,-0.4098137027435157,-0.03679575974176558,-0.02996708339773868
2022-06-13,-0.3549570084015135,-0.03328229780957731,-0.027223396381473787
2022-06-14,-0.34332982619039615,-0.031707790111175416,-0.027834522264597508
2022-06-15,-0.351869292147974,-0.03169097826607224,-0.03146217100644883
2022-06-16,-0.39297532787900175,-0.03328126505536811,-0.0325206105944555
2022-06-17,-0.3448912690084992,-0.022246505807171718,-0.03454611050019283
2022-06-20,-0.41095038355997,-0.02403264893009354,-0.03569953506984245
2022-06-21,-0.3884001521389939,-0.029184446522924713,-0.03299420113183526
2022-06-22,-0.39947892424024767,-0.032470876408889994,-0.035705549524963104
2022-06-23,-0.4692080126768904,-0.0388039455686079,-0.03990584746567838
2022-06-24,-0.48968105304120324,-0.039076231681032185,-0.04166261595847382
2022-06-27,-0.5702610685290488,-0.05028842349731133,-0.04954266814288192
2022-06-28,-0.5692266528697157,-0.05013495731706104,-0.05434412517750469
2022-06-29,-0.6232078482021901,-0.05044901456453187,-0.05579996659104009
2022-06-30,-0.44401357517107287,-0.04093359140223019,-0.050474070352808785
2022-07-01,-0.4476268440992533,-0.04160269971029298,-0.04936730637535449
2022-07-04,-0.4464669300677659,-0.046736801976660025,-0.052352754766033675
2022-07-05,-0.4381164103301498,-0.05136046391014165,-0.051814467473923306
2022-07-06,-0.48462825247871677,-0.056912623909251475,-0.05390392537617189
2022-07-07,-0.4791429294897253,-0.05657080167428309,-0.05392762558285332
2022-07-08,-0.4420815578968902,-0.05819442218135258,-0.05366183043234911
2022-07-11,-0.5318715950652377,-0.06776197888886605,-0.05991969293731727
2022-07-12,-0.5854593386637701,-0.07650293493615432,-0.06038313167379772
2022-07-13,-0.5845300815509363,-0.0741288463139246,-0.05746081777748374
2022-07-14,-0.561531570806081,-0.07354062852974373,-0.058507540488474466
2022-07-15,-0.561799648037498,-0.08314500498335926,-0.06073280747823278
2022-07-18,-0.6056825619496645,-0.09076836832591155,-0.05977985824745208
2022-07-19,-0.601171854126714,-0.0908156982282915,-0.059733769762085505
2022-07-20,-0.5697725380660099,-0.0909856911336268,-0.05866558455697524
2022-07-21,-0.5585624580105966,-0.09029018165644478,-0.06872271118892066
2022-07-22,-0.5081872091619101,-0.08897798008021844,-0.06320586479459245
2022-07-25,-0.476532302399896,-0.08971315804247607,-0.06354241028662477
2022-07-26,-0.27775857932909226,-0.08239179990161924,-0.0691382056062608
2022-07-27,-0.1829069137330219,-0.08276243064022751,-0.06857437435413292
2022-07-28,-0.16664113408706702,-0.09515861168080937,-0.06561972270909111
2022-07-29,-0.4348616776158276,-0.10335954624117073,-0.0636644959450269
2022-08-01,-0.37174514248806745,-0.09829610413807888,-0.059318888849078676
2022-08-02,-0.2777246482342088,-0.09875753692141806,-0.06135246945046363
2022-08-03,-0.2699581474460137,-0.10059952389771802,-0.061693740347342665
2022-08-04,-0.32485855719184703,-0.10192837051259203,-0.06509797701384132
2022-08-05,-0.37500369336131273,-0.09864891504189569,-0.06641735864912174
2022-08-08,-0.3795021696706305,-0.10713263733929888,-0.06373975328322773
2022-08-09,-0.28516866636912236,-0.09742577471153262,-0.05406688888106967
2022-08-10,-0.21239166872855927,-0.082979965846099,-0.07469499354799836
2022-08-11,-0.05953559794907471,-0.06874483586742969,-0.06791903237983665
2022-08-12,-0.06540382749086089,-0.06646216841253459,-0.07245076149729912
2022-08-15,-0.02522626593334608,-0.06436947728787935,-0.06597011061136095
2022-08-16,0.005086063060789568,-0.07652310538416614,-0.07300887770245891
2022-08-17,-0.014499092364977123,-0.08013425169878949,-0.07239206728429609
2022-08-18,-0.03234548112721358,-0.08175978289578031,-0.07308898140992852
2022-08-19,0.06205177407544501,-0.07095783803008023,-0.06400176245060954
2022-08-22,0.0483694702752384,-0.0703408779679283,-0.06539255355998448
2022-08-23,0.05799691595718977,-0.06605272436293097,-0.05226041245473073
2022-08-24,-0.0025374357283038805,-0.07505310398646443,-0.05419157321888398
2022-08-25,-0.06027528151893899,-0.0802233399408909,-0.05873596281722423
2022-08-26,-0.05699601214068279,-0.08699383331882933,-0.05623174001380912
2022-08-29,0.018262641661035073,-0.08628307257617084,-0.057995163909103996
2022-08-30,-0.005375223531405031,-0.09161571647384702,-0.058065903497605764
2022-08-31,0.03185233934570941,-0.09196362879938773,-0.05436630639093597
2022-09-01,-0.014870862014028763,-0.09040739587100871,-0.06672617455600154
2022-09-02,0.015469890894594026,-0.09154153180843108,-0.06811996666324857
2022-09-05,0.05119304825811572,-0.09859374540831048,-0.07356346556348858
2022-09-06,0.0510089351619064,-0.09156120256567991,-0.06904581986721077
2022-09-07,0.042452792074662085,-0.08661555645751116,-0.07260413619056799
2022-09-08,0.020112685288494806,-0.08057859621927749,-0.07301221776711503
2022-09-09,-0.21288448239157304,-0.10069465175989366,-0.09473650060257538
2022-09-13,-0.1967009155585276,-0.09449235769949599,-0.09597640141854788
2022-09-14,-0.21558573640188702,-0.10035800529682937,-0.09289093675349892
2022-09-15,-0.2172107493748867,-0.0554602782298175,-0.09280805049143288
2022-09-16,-0.24387469258375183,-0.14236541219069937,-0.10534570273788454
2022-09-19,-0.2142669298537688,-0.1761381987569364,-0.10528775340749415
2022-09-20,-0.3562134227006678,-0.17795474517337698,-0.10543746839841987
2022-09-21,-0.3540301022071157,-0.1837482317024275,-0.1036973119255649
2022-09-22,-0.34887963914139714,-0.18263403378189963,-0.09728545226631483
2022-09-23,-0.29231408524906677,-0.1827998042780364,-0.09621879318289084
2022-09-26,-0.137885231209317,-0.175762704293015,-0.09268375915554534
2022-09-27,-0.03605100107670586,-0.16531638654996597,-0.09142771414419895
2022-09-28,0.05684772051201287,-0.1487303998508379,-0.08886870371675236
2022-09-29,0.03703890590941748,-0.1480967686752104,-0.08801628834566598
